,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,radar_group6,radar_group6,radar_group6,radar_group6,radar_group6,radar_group6,radar_group6,Unlabeled 2027,Unlabeled 2027,Unlabeled 2027,Unlabeled 2028,Unlabeled 2028,Unlabeled 2028,Unlabeled 2031,Unlabeled 2031,Unlabeled 2031,Unlabeled 2038,Unlabeled 2038,Unlabeled 2038,Unlabeled 2039,Unlabeled 2039,Unlabeled 2039,Unlabeled 2045,Unlabeled 2045,Unlabeled 2045,radar_group6:Marker1,radar_group6:Marker1,radar_group6:Marker1,radar_group6:Marker2,radar_group6:Marker2,radar_group6:Marker2,radar_group6:Marker3,radar_group6:Marker3,radar_group6:Marker3
,ID,"46215594AE5011E97C158CA05683D95","46215594AE5011E97C158CA05683D95","46215594AE5011E97C158CA05683D95","46215594AE5011E97C158CA05683D95","46215594AE5011E97C158CA05683D95","46215594AE5011E97C158CA05683D95","46215594AE5011E97C158CA05683D95","113130","113130","113130","113060","113060","113060","113180","113180","113180","113200","113200","113200","113210","113210","113210","113420","113420","113420","113100","113100","113100","1130F0","1130F0","1130F0","917C27FBAE5211E97C158CA05683D95","917C27FBAE5211E97C158CA05683D95","917C27FBAE5211E97C158CA05683D95"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
38,0.105556,0.002961,0.001618,-0.001739,-0.999993,-5.052285,1.794479,0.662425,,,,,,,,,,,,,,,,,,,-4.954836,1.786176,0.782306,-4.957990,1.783716,0.545205,-5.242337,1.812880,0.660778
39,0.108333,0.001896,0.000551,-0.003039,-0.999994,-5.052042,1.794516,0.662732,,,,,,,,,,,,,,,,,,,-4.954776,1.786216,0.782314,-4.958386,1.786385,0.543653,-5.242145,1.812427,0.661532
40,0.111111,0.001489,-0.000341,-0.004243,-0.999990,-5.051809,1.794477,0.662974,,,,,,,,,,,,,,,,,,,-4.954749,1.786305,0.782296,-4.958354,1.786331,0.543667,-5.241956,1.811931,0.662129
41,0.113889,0.004880,-0.000030,-0.002645,-0.999985,-5.051887,1.794037,0.663156,,,,,,,,,,,,,,,,,,,-4.954811,1.786224,0.782287,-4.958342,1.784341,0.545868,-5.241977,1.812091,0.662065
42,0.116667,0.003194,0.000953,-0.002878,-0.999990,-5.052252,1.794247,0.662699,,,,,,,,,,,,,,,,,,,-4.954804,1.786252,0.782310,-4.958006,1.783100,0.544483,-5.242348,1.812215,0.661298
43,0.119444,0.001980,0.002714,-0.000446,-0.999994,-5.052143,1.795041,0.662076,,,,,,,,,,,,,,,,,,,-4.954777,1.786278,0.782302,-4.958361,1.786331,0.543703,-5.242143,1.813935,0.660049
44,0.122222,0.001675,0.002607,-0.001277,-0.999994,-5.052255,1.794979,0.662152,,,,,,,,,,,,,,,,,,,-4.954837,1.786278,0.782300,-4.958403,1.786493,0.543928,-5.242287,1.813558,0.660178
45,0.125000,0.000596,0.002582,-0.002185,-0.999994,-5.052442,1.794985,0.662093,,,,,,,,,,,,,,,,,,,-4.954869,1.786171,0.782278,-4.958376,1.786356,0.543691,-5.242507,1.813223,0.660168
46,0.127778,0.001503,0.002775,-0.001378,-0.999994,-5.052342,1.794931,0.662017,,,,,,,,,,,,,,,,,,,-4.954844,1.786222,0.782253,-4.958438,1.786494,0.543898,-5.242377,1.813472,0.659985
47,0.130556,0.001920,0.002987,-0.001033,-0.999993,-5.052256,1.794883,0.661986,,,,,,,,,,,,,,,,,,,-4.954819,1.786173,0.782288,-4.958338,1.786254,0.543714,-5.242277,1.813554,0.659858
