Format Version,1.23,Take Name,team6_final_trial_005,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2019-08-04 10.43.42.219 AM,Total Frames in Take,11292,Total Exported Frames,11292,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
289,0.802778,-0.024514,0.005840,0.000984,-0.999682,1.779460,1.046465,4.035313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873189,1.050735,4.065325,1.785848,1.046879,3.989669,1.680179,1.042678,4.050965
290,0.805556,-0.028010,0.005393,0.000589,-0.999593,1.779644,1.046178,4.035153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873587,1.049413,4.064900,1.785857,1.046942,3.989661,1.680482,1.042085,4.050760
291,0.808333,-0.025099,0.006412,-0.000453,-0.999664,1.779601,1.046226,4.035249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873181,1.050662,4.065312,1.785833,1.046844,3.989625,1.680508,1.041998,4.050708
292,0.811111,-0.025566,0.005577,0.001974,-0.999656,1.779655,1.046389,4.035164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873573,1.049420,4.064886,1.785720,1.047594,3.989883,1.680773,1.043385,4.050893
293,0.813889,-0.018542,0.005551,0.002312,-0.999810,1.779408,1.046142,4.035208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873209,1.050658,4.065300,1.785855,1.046962,3.989672,1.680194,1.042809,4.051003
294,0.816667,-0.020046,0.005563,0.001306,-0.999783,1.779541,1.045946,4.035079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873575,1.049341,4.064873,1.785788,1.046880,3.989704,1.680478,1.041859,4.050884
295,0.819444,-0.035721,0.004267,0.002596,-0.999349,1.779868,1.046421,4.035023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873474,1.047557,4.064492,1.785848,1.046992,3.989658,1.680229,1.043222,4.051380
296,0.822222,-0.028550,0.005404,0.001357,-0.999577,1.779591,1.046175,4.035104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.871784,1.048264,4.064793,1.785853,1.046950,3.989698,1.680489,1.042190,4.050723
297,0.825000,-0.029270,0.006446,0.001162,-0.999550,1.779689,1.046683,4.035389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873227,1.050659,4.065367,1.785887,1.046914,3.989682,1.680827,1.043396,4.050896
298,0.827778,-0.026542,0.006164,-0.000243,-0.999629,1.779531,1.046268,4.035238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873209,1.050696,4.065271,1.785847,1.046814,3.989654,1.680511,1.042012,4.050740
299,0.830556,-0.030866,0.005216,0.001400,-0.999509,1.779622,1.046601,4.035431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873596,1.049413,4.064898,1.785851,1.046867,3.989642,1.680149,1.042717,4.051006
300,0.833333,-0.025543,0.006907,-0.001188,-0.999649,1.779484,1.046550,4.035353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.872700,1.047903,4.064630,1.785847,1.047253,3.989811,1.680504,1.041911,4.050903
301,0.836111,-0.035822,0.004704,0.001911,-0.999345,1.779718,1.046595,4.035345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873467,1.047744,4.064538,1.785854,1.046955,3.989694,1.680177,1.043126,4.051367
302,0.838889,-0.031044,0.004453,0.003765,-0.999501,1.779680,1.046238,4.035269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873898,1.046848,4.064316,1.785829,1.047198,3.989804,1.680129,1.043175,4.051371
303,0.841667,-0.021780,0.006800,0.001271,-0.999739,1.779676,1.046385,4.035223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873169,1.050688,4.065339,1.785827,1.046995,3.989662,1.680744,1.042571,4.050647
304,0.844444,-0.023117,0.006563,0.000348,-0.999711,1.779645,1.046245,4.035238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873238,1.050727,4.065337,1.785862,1.046902,3.989620,1.680498,1.042294,4.050760
305,0.847222,-0.025720,0.005070,0.002001,-0.999654,1.779560,1.046401,4.035248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873572,1.049348,4.064854,1.785858,1.046915,3.989652,1.680206,1.042808,4.051031
306,0.850000,-0.033148,0.005401,0.000641,-0.999436,1.779583,1.046393,4.035178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873227,1.050673,4.065362,1.785418,1.048522,3.989810,1.680491,1.042112,4.050743
307,0.852778,-0.034895,0.004875,0.001517,-0.999378,1.779789,1.046283,4.035270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873603,1.049392,4.064835,1.785577,1.048562,3.989902,1.680527,1.042142,4.050781
308,0.855556,-0.030680,0.004732,0.001782,-0.999517,1.779745,1.046018,4.034987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873134,1.047302,4.064307,1.785890,1.046897,3.989643,1.680479,1.042092,4.050666
309,0.858333,-0.027532,0.004933,0.002380,-0.999606,1.779495,1.046294,4.035208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.871784,1.048180,4.064787,1.785851,1.047002,3.989666,1.680182,1.042690,4.050999
310,0.861111,-0.030629,0.003935,0.003183,-0.999518,1.779652,1.046212,4.035176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873116,1.047278,4.064302,1.785824,1.047237,3.989817,1.680199,1.043173,4.051390
311,0.863889,-0.026504,0.004935,0.001808,-0.999635,1.779565,1.046367,4.035243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873591,1.049329,4.064833,1.785869,1.046960,3.989647,1.680175,1.042711,4.051023
312,0.866667,-0.020347,0.007930,-0.002650,-0.999758,1.779373,1.046768,4.035462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873228,1.050607,4.065315,1.785871,1.046888,3.989671,1.680453,1.041896,4.050916
313,0.869444,-0.026018,0.006076,0.000227,-0.999643,1.779550,1.046302,4.035241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873227,1.050762,4.065351,1.785868,1.046858,3.989674,1.680492,1.042171,4.050763
314,0.872222,-0.034254,0.006256,0.000082,-0.999394,1.779667,1.046651,4.035352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873183,1.050671,4.065361,1.785856,1.046871,3.989604,1.680467,1.041894,4.050935
315,0.875000,-0.035432,0.005375,0.000417,-0.999358,1.779698,1.046520,4.035234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.871857,1.048436,4.064821,1.785811,1.046911,3.989630,1.680490,1.042169,4.050777
316,0.877778,-0.036397,0.004805,0.002827,-0.999322,1.779904,1.046526,4.035103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873438,1.047573,4.064505,1.785817,1.046877,3.989656,1.680808,1.043386,4.050885
317,0.880556,-0.032453,0.005824,0.000266,-0.999456,1.779557,1.046737,4.035468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873208,1.050620,4.065331,1.785860,1.046896,3.989671,1.680110,1.042607,4.051034
318,0.883333,-0.026659,0.005896,0.003972,-0.999619,1.779544,1.046862,4.035477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873201,1.050709,4.065346,1.785869,1.046891,3.989652,1.680508,1.044716,4.051387
319,0.886111,-0.034208,0.005178,0.001115,-0.999401,1.779673,1.046688,4.035351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873616,1.049428,4.064882,1.785891,1.046897,3.989621,1.680170,1.042675,4.050989
320,0.888889,-0.024868,0.004362,0.005864,-0.999664,1.779644,1.046451,4.035133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873421,1.047591,4.064533,1.785868,1.046891,3.989654,1.680508,1.044762,4.051352
321,0.891667,-0.028983,0.005988,0.001903,-0.999560,1.779520,1.045982,4.035206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.871921,1.048174,4.064874,1.785892,1.046772,3.989620,1.680504,1.042067,4.050748
322,0.894444,-0.025469,0.004696,0.003688,-0.999658,1.779458,1.046463,4.035245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.871885,1.048259,4.064793,1.785894,1.046921,3.989653,1.680179,1.043175,4.051320
323,0.897222,-0.030986,0.004463,0.001728,-0.999508,1.779742,1.046050,4.035024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873447,1.047680,4.064515,1.785858,1.046978,3.989691,1.680531,1.042074,4.050720
324,0.900000,-0.027348,0.005732,0.003628,-0.999603,1.779508,1.046920,4.035486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873237,1.050652,4.065303,1.785843,1.046880,3.989664,1.680506,1.044655,4.051337
325,0.902778,-0.021224,0.005779,0.001931,-0.999756,1.779432,1.046321,4.035295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873194,1.050788,4.065328,1.785810,1.046970,3.989664,1.680173,1.042835,4.051017
326,0.905556,-0.029982,0.004711,0.002958,-0.999535,1.779814,1.046105,4.034967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873109,1.047164,4.064306,1.785872,1.046937,3.989663,1.680721,1.042350,4.050582
327,0.908333,-0.027412,0.005831,0.002490,-0.999604,1.779680,1.046296,4.035159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.871836,1.048225,4.064822,1.785881,1.046945,3.989683,1.680729,1.042492,4.050633
328,0.911111,-0.020828,0.005998,0.000444,-0.999765,1.779455,1.046041,4.035144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873199,1.050683,4.065320,1.785822,1.046926,3.989665,1.680505,1.042093,4.050755
329,0.913889,-0.029392,0.004191,0.002914,-0.999555,1.779671,1.046222,4.035145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873171,1.047386,4.064327,1.785838,1.047255,3.989795,1.680170,1.043060,4.051341
330,0.916667,-0.027621,0.004101,0.003533,-0.999604,1.779651,1.046152,4.035106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873122,1.047311,4.064338,1.785835,1.046896,3.989639,1.680187,1.043219,4.051365
331,0.919444,-0.025806,0.006053,0.003812,-0.999641,1.779507,1.046931,4.035473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873209,1.050709,4.065355,1.785857,1.046818,3.989646,1.680498,1.044657,4.051336
332,0.922222,-0.026794,0.004896,0.001897,-0.999627,1.779477,1.046271,4.035197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.871816,1.048315,4.064813,1.785843,1.046852,3.989629,1.680130,1.042616,4.051003
333,0.925000,-0.025759,0.005485,0.002352,-0.999650,1.779631,1.046286,4.035081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.871798,1.048344,4.064769,1.785829,1.046805,3.989658,1.680827,1.043498,4.050930
334,0.927778,-0.027098,0.005589,0.002299,-0.999615,1.779633,1.046344,4.035086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.871742,1.048357,4.064807,1.785844,1.046856,3.989644,1.680713,1.042510,4.050620
335,0.930556,-0.017665,0.008489,-0.001998,-0.999806,1.779517,1.046694,4.035446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873211,1.050689,4.065364,1.785828,1.046891,3.989671,1.680688,1.042357,4.050644
336,0.933333,-0.025971,0.006423,-0.000227,-0.999642,1.779557,1.046370,4.035250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873264,1.050800,4.065394,1.785835,1.046948,3.989647,1.680483,1.041948,4.050894
337,0.936111,-0.018808,0.008000,-0.001358,-0.999790,1.779639,1.046709,4.035380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873589,1.049234,4.064851,1.785863,1.046941,3.989660,1.680804,1.043322,4.050882
338,0.938889,-0.019677,0.007819,-0.003085,-0.999771,1.779345,1.046725,4.035468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873198,1.050701,4.065354,1.785813,1.046846,3.989670,1.680429,1.041712,4.050932
339,0.941667,-0.036040,0.004200,0.002808,-0.999338,1.779751,1.046457,4.035215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873129,1.047260,4.064303,1.785859,1.046927,3.989639,1.680136,1.042760,4.051020
340,0.944444,-0.030095,0.004566,0.001853,-0.999535,1.779739,1.046021,4.034988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873128,1.047382,4.064341,1.785794,1.046902,3.989628,1.680505,1.042116,4.050700
341,0.947222,-0.027939,0.005502,0.000691,-0.999594,1.779655,1.046214,4.035156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873613,1.049413,4.064922,1.785881,1.046782,3.989641,1.680507,1.041918,4.050873
342,0.950000,-0.020611,0.006182,0.000467,-0.999768,1.779452,1.046076,4.035149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873214,1.050792,4.065358,1.785800,1.046874,3.989654,1.680465,1.042142,4.050707
343,0.952778,-0.019854,0.006202,0.000130,-0.999784,1.779466,1.045950,4.035154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873228,1.050699,4.065346,1.785820,1.046765,3.989645,1.680525,1.041972,4.050742
344,0.955556,-0.027523,0.006172,0.001624,-0.999601,1.779635,1.046469,4.035230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873224,1.050755,4.065350,1.785540,1.048076,3.989849,1.680821,1.043383,4.050907
345,0.958333,-0.029891,0.005954,0.000831,-0.999535,1.779522,1.046701,4.035525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873233,1.050721,4.065369,1.785848,1.047269,3.989821,1.680153,1.043123,4.051327
346,0.961111,-0.033491,0.005809,0.002068,-0.999420,1.779892,1.046574,4.035322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873446,1.047637,4.064509,1.785766,1.048718,3.989959,1.680745,1.042532,4.050591
347,0.963889,-0.031430,0.005153,0.002367,-0.999490,1.779641,1.046706,4.035167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.871897,1.048412,4.064864,1.785846,1.046882,3.989659,1.680208,1.043090,4.051369
348,0.966667,-0.027417,0.005724,0.003654,-0.999601,1.779523,1.046955,4.035536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873214,1.050703,4.065341,1.785824,1.046886,3.989695,1.680483,1.044662,4.051402
349,0.969444,-0.028377,0.004114,0.003372,-0.999583,1.779666,1.046225,4.035126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873410,1.047689,4.064517,1.785910,1.046942,3.989672,1.680182,1.042856,4.051035
350,0.972222,-0.024194,0.006340,0.001487,-0.999686,1.779627,1.046472,4.035219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873221,1.050633,4.065324,1.785844,1.046870,3.989661,1.680803,1.043406,4.050910
351,0.975000,-0.031318,0.006122,0.003112,-0.999486,1.779639,1.047294,4.035682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.873226,1.050606,4.065302,1.785829,1.046915,3.989688,1.680490,1.044708,4.051327
