Format Version,1.23,Take Name,group6_trial_002,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2019-07-24 04.17.24.871 PM,Total Frames in Take,1827,Total Exported Frames,1827,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
267,0.741667,-0.000387,-0.528776,0.005707,0.848742,2.329453,0.039297,1.038309,,,,-4.954956,1.784663,0.785237,,,,,,,,,,,,,,,,-4.958804,1.784476,0.547894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193169,0.043854,1.276659,2.353889,0.038978,0.992217,2.442356,0.035190,0.845304
268,0.744444,0.005031,-0.517248,0.183706,0.835871,2.329134,0.039416,1.038078,-5.240552,1.812339,0.664998,-4.954699,1.786566,0.783230,,,,,,,,,,,,,,,,-4.958793,1.784488,0.547940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193299,0.044175,1.276791,2.352901,0.038959,0.994247,2.441248,0.035695,0.842478
269,0.747222,-0.003103,-0.529136,-0.043800,0.847400,2.329315,0.039473,1.038059,,,,-4.954957,1.784702,0.785275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193175,0.043771,1.276622,2.353073,0.040244,0.994036,2.441211,0.035655,0.842434
270,0.750000,0.006981,-0.511617,0.229272,0.828030,2.329146,0.039536,1.037859,,,,-4.954963,1.786419,0.782803,,,,,,,,,,,,,,,,-4.958536,1.784088,0.548338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193142,0.043907,1.276665,2.353910,0.039131,0.992240,2.441277,0.035768,0.842457
271,0.752778,0.032314,0.096797,0.987448,-0.120551,2.328752,0.040284,1.037961,-5.240572,1.812317,0.664956,-4.954750,1.786505,0.783163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189068,0.046821,1.274498,2.355514,0.038851,0.994499,2.441206,0.035645,0.842462
272,0.755556,0.032751,0.044715,0.997702,-0.038977,2.328607,0.040047,1.037890,,,,-4.954951,1.786454,0.782783,,,,,,,,,,,,,,,,-4.958804,1.784602,0.546809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189753,0.046386,1.274765,2.352818,0.039027,0.994229,2.441275,0.035763,0.842354
273,0.758333,0.005249,0.528714,0.093082,-0.843665,2.329213,0.039432,1.038425,-5.240581,1.812315,0.665052,-4.954893,1.784774,0.785370,,,,,,,,,,,,,,,,-4.958576,1.784439,0.546683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193111,0.043873,1.276704,2.352908,0.038976,0.994309,2.442312,0.035075,0.845421
274,0.761111,0.001052,0.529495,-0.002130,-0.848310,2.329347,0.039530,1.038330,,,,-4.954740,1.786614,0.783125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193269,0.044141,1.276785,2.353045,0.040335,0.993925,2.442358,0.035140,0.845353
275,0.763889,-0.004774,0.519619,-0.158000,-0.839649,2.328681,0.039760,1.038001,,,,-4.954781,1.786582,0.783180,,,,,,,,,,,,,,,,-4.958866,1.784504,0.547938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193609,0.044368,1.276549,2.353045,0.040322,0.993997,2.439507,0.037277,0.842881
276,0.766667,0.000819,0.529273,0.000536,-0.848451,2.329583,0.039231,1.038317,,,,-4.954932,1.784691,0.785360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193101,0.043779,1.276628,2.353903,0.039028,0.992251,2.442580,0.034900,0.845184
277,0.769444,0.003019,0.528139,0.070431,-0.846227,2.329180,0.039424,1.038175,,,,-4.954916,1.784776,0.785318,,,,,,,,,,,,,,,,-4.958127,1.787927,0.544666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193596,0.044506,1.276619,2.353013,0.040320,0.994018,2.440946,0.035465,0.842500
278,0.772222,-0.003433,0.523507,-0.114983,-0.844220,2.329054,0.039385,1.038122,,,,-4.954962,1.784766,0.785276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193270,0.044133,1.276769,2.352896,0.039139,0.994268,2.441239,0.035746,0.842465
279,0.775000,-0.007287,0.496968,-0.326203,-0.804091,2.328574,0.040454,1.037827,-5.240541,1.812370,0.665028,-4.954909,1.784664,0.785296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189086,0.046610,1.274579,2.353060,0.040392,0.994012,2.442403,0.035150,0.845342
280,0.777778,0.015025,0.499099,0.366486,-0.785088,2.328581,0.040438,1.037853,-5.240578,1.812343,0.664975,-4.954025,1.781730,0.784625,,,,,,,,,,,,,,,,-4.958889,1.784473,0.547885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189059,0.046895,1.274446,2.353021,0.040259,0.993974,2.441248,0.035712,0.842513
281,0.780556,-0.005975,0.505332,-0.280866,-0.815915,2.328604,0.040444,1.037735,,,,-4.954889,1.784693,0.785327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189697,0.046302,1.275027,2.353071,0.040329,0.993950,2.442344,0.035268,0.845403
282,0.783333,-0.034474,-0.028258,-0.998861,0.017004,2.329199,0.039374,1.038164,,,,-4.954932,1.786481,0.782745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193192,0.043848,1.276629,2.355404,0.038680,0.994167,2.441297,0.035706,0.842415
283,0.786111,-0.032995,-0.104618,-0.984801,0.134661,2.328137,0.040432,1.037572,-5.240570,1.812196,0.665048,-4.954704,1.786534,0.783155,,,,,,,,,,,,,,,,-4.958798,1.784533,0.547946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189070,0.046777,1.274518,2.352999,0.040377,0.994005,2.439468,0.037638,0.842702
284,0.788889,-0.033036,-0.145525,-0.968601,0.198853,2.328403,0.040046,1.037756,-5.240603,1.812312,0.665018,-4.954533,1.784564,0.785362,,,,,,,,,,,,,,,,-4.958796,1.784528,0.547903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189777,0.046245,1.274860,2.352871,0.039053,0.994206,2.441228,0.035691,0.842426
285,0.791667,-0.034285,0.133696,-0.960583,-0.241308,2.328760,0.039794,1.037707,,,,-4.954935,1.787092,0.782296,,,,,,,,,,,,,,,,-4.958832,1.784501,0.547936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193480,0.044600,1.276570,2.353859,0.039260,0.992250,2.439544,0.037601,0.842683
286,0.794444,0.003599,0.530362,0.036136,-0.846993,2.329161,0.039777,1.038132,,,,-4.954575,1.784574,0.785303,,,,,,,,,,,,,,,,-4.958551,1.784490,0.546659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193559,0.044442,1.276651,2.353030,0.040285,0.994006,2.442382,0.035194,0.845321
287,0.797222,0.003077,0.529408,0.050789,-0.846840,2.329293,0.039209,1.038474,,,,-4.954763,1.786554,0.783167,,,,,,,,,,,,,,,,-4.958869,1.784487,0.547919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193564,0.044484,1.276667,2.352848,0.039027,0.994258,2.442304,0.035162,0.845346
288,0.800000,-0.004545,0.520280,-0.152972,-0.840171,2.328926,0.039525,1.038004,-5.240610,1.812230,0.665009,-4.954712,1.786583,0.783124,,,,,,,,,,,,,,,,-4.958861,1.784514,0.547913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193153,0.044122,1.276771,2.353855,0.039195,0.992303,2.441202,0.035661,0.842423
289,0.802778,-0.031156,0.028813,-0.995921,-0.079629,2.328930,0.040227,1.038068,,,,-4.954903,1.784682,0.785271,,,,,,,,,,,,,,,,-4.958122,1.787947,0.544659,-4.952802,1.796352,0.544308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189793,0.046430,1.274745,2.355597,0.038448,0.993711,2.442353,0.035178,0.845366
290,0.805556,-0.032335,-0.080025,-0.991743,0.094852,2.328757,0.040101,1.038011,,,,-4.954744,1.786835,0.782908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189346,0.045727,1.274891,2.355435,0.038730,0.994548,2.441227,0.035643,0.842438
291,0.808333,-0.006731,0.511543,-0.227684,-0.828516,2.328966,0.039686,1.037909,,,,-4.954702,1.786650,0.783089,,,,,,,,,,,,,,,,-4.958101,1.787804,0.544710,-4.952920,1.796092,0.544511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193235,0.043901,1.276706,2.353933,0.039096,0.992198,2.441251,0.035742,0.842463
292,0.811111,0.006008,0.525334,0.141286,-0.839063,2.329292,0.039652,1.038211,,,,,,,,,,,,,,,,,,,,,,-4.958786,1.784536,0.546790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193341,0.044061,1.276806,2.353031,0.040320,0.993966,2.441213,0.035684,0.842456
293,0.813889,0.004694,0.526887,0.115732,-0.842006,2.329350,0.039606,1.038191,,,,-4.954940,1.784648,0.785266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193074,0.043790,1.276751,2.352986,0.040331,0.993994,2.441290,0.035651,0.842436
294,0.816667,-0.004174,0.521110,-0.143896,-0.841262,2.328970,0.039484,1.037955,,,,-4.956312,1.780719,0.782279,,,,,,,,,,,,,,,,-4.958753,1.784560,0.546754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193211,0.044091,1.276850,2.353972,0.039089,0.992247,2.441303,0.035681,0.842423
295,0.819444,0.006728,0.522396,0.177517,-0.833993,2.329234,0.039534,1.038235,-5.240543,1.812245,0.665044,-4.956316,1.780807,0.782352,,,,,,,,,,,,,,,,-4.958752,1.784492,0.546813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193276,0.044048,1.276809,2.353079,0.040332,0.993973,2.441270,0.035723,0.842441
296,0.822222,-0.027561,0.203630,-0.911780,-0.355573,2.328644,0.040397,1.037804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189159,0.046677,1.274498,2.353017,0.040309,0.993981,2.442375,0.035290,0.845348
297,0.825000,-0.032244,-0.047211,-0.997518,0.041105,2.328712,0.040163,1.037929,,,,-4.954792,1.786502,0.783209,,,,,,,,,,,,,,,,-4.958597,1.784423,0.546727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189001,0.046815,1.274552,2.355371,0.039276,0.994883,2.441302,0.035720,0.842379
298,0.827778,-0.032051,-0.020178,-0.999282,-0.001350,2.328626,0.039988,1.037817,-5.240604,1.812266,0.665013,-4.955019,1.785605,0.782630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189718,0.046207,1.274990,2.352923,0.039118,0.994208,2.441271,0.035741,0.842402
299,0.830556,-0.032823,-0.105065,-0.984636,0.135561,2.328151,0.040457,1.037650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189080,0.046627,1.274597,2.353030,0.040420,0.993986,2.439498,0.037331,0.842866
300,0.833333,-0.032989,-0.105278,-0.984740,0.134592,2.328449,0.040156,1.037796,-5.240578,1.812371,0.664953,-4.954956,1.784702,0.785301,,,,,,,,,,,,,,,,-4.958589,1.784140,0.548420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189068,0.046655,1.274515,2.352879,0.039031,0.994244,2.441238,0.035675,0.842449
301,0.836111,-0.033507,-0.059023,-0.995794,0.061548,2.328194,0.040721,1.037495,,,,-4.956297,1.780568,0.782216,,,,,,,,,,,,,,,,-4.958523,1.784533,0.547141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189142,0.046487,1.274601,2.353851,0.039099,0.992328,2.441324,0.036091,0.842252
302,0.838889,-0.033694,0.158136,-0.946029,-0.280869,2.328615,0.039939,1.037791,,,,-4.954029,1.781655,0.784697,,,,,,,,,,,,,,,,-4.958594,1.784115,0.548350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193162,0.043935,1.276945,2.353924,0.039153,0.992275,2.439441,0.037644,0.842724
303,0.841667,-0.001893,0.525970,-0.081442,-0.846592,2.329201,0.039460,1.038280,,,,-4.954926,1.784801,0.785330,,,,,,,,,,,,,,,,-4.958846,1.784471,0.547896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193589,0.044447,1.276609,2.353073,0.039785,0.994212,2.441239,0.035665,0.842452
304,0.844444,-0.032854,0.011626,-0.998061,-0.051571,2.328215,0.040488,1.037589,-5.240578,1.812217,0.664976,-4.954707,1.786526,0.783151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189713,0.046417,1.274796,2.353894,0.039095,0.992285,2.439510,0.037248,0.842856
305,0.847222,-0.016010,-0.490401,-0.407756,0.770055,2.328640,0.040379,1.037779,,,,-4.954766,1.786551,0.783176,,,,,,,,,,,,,,,,-4.958702,1.784518,0.546849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189449,0.045700,1.274826,2.353051,0.040341,0.994000,2.441219,0.035691,0.842454
306,0.850000,-0.004965,-0.528672,-0.096117,0.843352,2.329292,0.039731,1.038280,,,,-4.954747,1.786487,0.783155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193177,0.043779,1.276613,2.353074,0.040390,0.994036,2.442395,0.035203,0.845331
307,0.852778,-0.003957,-0.527829,-0.081302,0.845441,2.329152,0.039626,1.038196,,,,-4.954981,1.786452,0.782729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193322,0.044220,1.276809,2.353020,0.040388,0.994014,2.441226,0.035686,0.842417
308,0.855556,0.006670,-0.512076,0.224349,0.829096,2.328969,0.039689,1.037935,-5.240549,1.812259,0.664996,-4.954886,1.784758,0.785320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193167,0.043920,1.276748,2.353899,0.039085,0.992252,2.441243,0.035658,0.842475
309,0.858333,0.027598,-0.198895,0.915816,0.347792,2.328604,0.040467,1.037632,,,,-4.954913,1.784755,0.785303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.188959,0.046973,1.274502,2.353897,0.039254,0.992305,2.442376,0.035384,0.845425
310,0.861111,0.028760,-0.156053,0.946539,0.280863,2.328686,0.040419,1.037729,-5.240551,1.812104,0.665054,-4.954709,1.786606,0.783127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189770,0.046360,1.274779,2.353947,0.039143,0.992314,2.442377,0.035192,0.845340
311,0.863889,-0.007199,-0.523735,-0.166569,0.835407,2.329273,0.039673,1.038145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193200,0.043872,1.276648,2.353026,0.040371,0.993991,2.441279,0.035631,0.842467
312,0.866667,0.001318,-0.527052,0.082834,0.845786,2.329574,0.039606,1.038210,,,,-4.954034,1.781696,0.784651,,,,,,,,,,,,,,,,-4.958849,1.784507,0.547910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193643,0.044458,1.276628,2.353049,0.040424,0.993970,2.444219,0.035838,0.843968
313,0.869444,0.005940,-0.516161,0.191718,0.834738,2.328990,0.039541,1.037993,,,,-4.954977,1.784660,0.785293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193262,0.044137,1.276758,2.353928,0.039026,0.992304,2.441222,0.035711,0.842497
314,0.872222,-0.002606,-0.528820,-0.057318,0.846793,2.329404,0.039393,1.038420,-5.240552,1.812270,0.665061,-4.954405,1.784329,0.785573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193565,0.044438,1.276627,2.353893,0.039065,0.992214,2.442379,0.035268,0.845406
315,0.875000,-0.001944,-0.528427,-0.013722,0.848866,2.328805,0.039536,1.037991,,,,-4.954885,1.784728,0.785309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193072,0.043909,1.276642,2.353070,0.040294,0.993999,2.439513,0.037220,0.842888
316,0.877778,-0.032275,-0.079266,-0.992013,0.092658,2.328725,0.040290,1.037948,-5.240570,1.812186,0.665060,-4.954918,1.786431,0.782779,,,,,,,,,,,,,,,,-4.958828,1.784463,0.547873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189710,0.046324,1.274820,2.355271,0.039305,0.994793,2.441258,0.035707,0.842414
317,0.880556,-0.032811,-0.032215,-0.998787,0.017634,2.328183,0.040920,1.037499,,,,-4.954964,1.786412,0.782778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189030,0.046922,1.274511,2.353953,0.039157,0.992342,2.441303,0.035662,0.842412
318,0.883333,-0.032997,-0.032323,-0.998782,0.017356,2.328270,0.040061,1.037695,-5.240568,1.812400,0.664975,-4.954745,1.786700,0.783126,,,,,,,,,,,,,,,,-4.958837,1.784504,0.547917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189799,0.046192,1.275002,2.352835,0.039029,0.994227,2.441246,0.035648,0.842384
319,0.886111,-0.031447,0.221792,-0.896936,-0.381215,2.328667,0.040025,1.037807,,,,-4.954752,1.786564,0.783190,,,,,,,,,,,,,,,,-4.958087,1.781692,0.548118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193178,0.043774,1.276664,2.353896,0.039176,0.992318,2.439473,0.037716,0.843223
320,0.888889,0.002558,0.528672,0.050256,-0.847333,2.329216,0.039323,1.038151,-5.240591,1.812068,0.665100,-4.954734,1.786574,0.783146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193502,0.044637,1.276630,2.353024,0.040364,0.994005,2.441275,0.035673,0.842454
321,0.891667,-0.003853,0.522006,-0.134284,-0.842296,2.329067,0.039446,1.038008,,,,,,,,,,,,,,,,,,,,,,-4.958759,1.784476,0.546787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193202,0.043910,1.276636,2.352838,0.039028,0.994250,2.441228,0.035693,0.842413
