,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,left_reflector,left_reflector,left_reflector,left_reflector,left_reflector,left_reflector,left_reflector,Unlabeled 1003,Unlabeled 1003,Unlabeled 1003,Unlabeled 1004,Unlabeled 1004,Unlabeled 1004,Unlabeled 1005,Unlabeled 1005,Unlabeled 1005,Unlabeled 1006,Unlabeled 1006,Unlabeled 1006,Unlabeled 1007,Unlabeled 1007,Unlabeled 1007,Unlabeled 1008,Unlabeled 1008,Unlabeled 1008,Unlabeled 1009,Unlabeled 1009,Unlabeled 1009,Unlabeled 1010,Unlabeled 1010,Unlabeled 1010,Unlabeled 1011,Unlabeled 1011,Unlabeled 1011,Unlabeled 1012,Unlabeled 1012,Unlabeled 1012,Unlabeled 1013,Unlabeled 1013,Unlabeled 1013,Unlabeled 1014,Unlabeled 1014,Unlabeled 1014,Unlabeled 1015,Unlabeled 1015,Unlabeled 1015,Unlabeled 1016,Unlabeled 1016,Unlabeled 1016,Unlabeled 1017,Unlabeled 1017,Unlabeled 1017,Unlabeled 1018,Unlabeled 1018,Unlabeled 1018,left_reflector:Marker1,left_reflector:Marker1,left_reflector:Marker1,left_reflector:Marker2,left_reflector:Marker2,left_reflector:Marker2,left_reflector:Marker3,left_reflector:Marker3,left_reflector:Marker3
,ID,"210201CFB48C11E97C158CA05683E95","210201CFB48C11E97C158CA05683E95","210201CFB48C11E97C158CA05683E95","210201CFB48C11E97C158CA05683E95","210201CFB48C11E97C158CA05683E95","210201CFB48C11E97C158CA05683E95","210201CFB48C11E97C158CA05683E95","CCE70","CCE70","CCE70","CCEF0","CCEF0","CCEF0","CCF00","CCF00","CCF00","CCF10","CCF10","CCF10","CC2B0","CC2B0","CC2B0","CCF20","CCF20","CCF20","CCF40","CCF40","CCF40","CCF50","CCF50","CCF50","CCF60","CCF60","CCF60","CCF70","CCF70","CCF70","CCF80","CCF80","CCF80","CCF90","CCF90","CCF90","CCFA0","CCFA0","CCFA0","CCFB0","CCFB0","CCFB0","CCFC0","CCFC0","CCFC0","CCFD0","CCFD0","CCFD0","CC3A0","CC3A0","CC3A0","CC4F0","CC4F0","CC4F0","CC530","CC530","CC530"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
20,0.055556,-0.003463,0.000779,0.001201,-0.999993,2.945718,-0.039172,-3.283274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.704874,-0.043757,-3.253266,3.210224,-0.041500,-3.395285,2.920758,-0.031291,-3.201091
21,0.058333,-0.002948,0.000272,0.001121,-0.999995,2.946319,-0.039029,-3.283122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708735,-0.043884,-3.252639,3.210247,-0.041601,-3.395307,2.920780,-0.031334,-3.201020
22,0.061111,-0.004200,0.001378,-0.000567,-0.999990,2.946183,-0.039227,-3.283296,2.835847,-0.046567,-3.490796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.704963,-0.043795,-3.253209,3.210420,-0.040967,-3.395029,2.920763,-0.031579,-3.201062
23,0.063889,-0.003708,0.000407,0.001272,-0.999992,2.946094,-0.038901,-3.283166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708621,-0.043728,-3.252553,3.210251,-0.041306,-3.395342,2.921955,-0.029162,-3.201278
24,0.066667,-0.005015,0.001445,0.000498,-0.999986,2.946382,-0.038565,-3.282902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708612,-0.043549,-3.252610,3.210306,-0.041493,-3.395285,2.920793,-0.031436,-3.201128
25,0.069444,-0.004599,-0.000553,0.003329,-0.999984,2.946234,-0.038406,-3.282860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.704991,-0.043725,-3.253239,3.210226,-0.041523,-3.395387,2.920924,-0.031069,-3.201057
26,0.072222,-0.005017,0.000848,0.000831,-0.999987,2.946275,-0.038676,-3.283063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708748,-0.043886,-3.252670,3.210513,-0.040945,-3.395052,2.920722,-0.031516,-3.201096
27,0.075000,-0.002752,0.000352,0.001212,-0.999995,2.946105,-0.038876,-3.283138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708733,-0.043793,-3.252600,3.210142,-0.041501,-3.395304,2.920756,-0.031080,-3.201037
28,0.077778,-0.005615,-0.000788,0.004207,-0.999975,2.946486,-0.038133,-3.282730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708076,-0.039736,-3.250803,3.210219,-0.041531,-3.395287,2.920632,-0.031449,-3.201059
29,0.080556,-0.003295,0.001160,-0.000302,-0.999994,2.946576,-0.038605,-3.282884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708744,-0.043896,-3.252629,3.210195,-0.041504,-3.395335,2.922042,-0.029265,-3.201358
30,0.083333,-0.003257,0.000860,0.000474,-0.999994,2.946422,-0.039198,-3.283357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708830,-0.044172,-3.252706,3.210213,-0.041560,-3.395301,2.922020,-0.029244,-3.201293
31,0.086111,-0.003780,0.000452,0.001765,-0.999991,2.946113,-0.039023,-3.283164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708733,-0.043862,-3.252706,3.210160,-0.041719,-3.395280,2.920755,-0.031448,-3.201017
32,0.088889,-0.004577,-0.001481,0.004346,-0.999979,2.946491,-0.038005,-3.282451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.706425,-0.040198,-3.249195,3.210277,-0.041527,-3.395268,2.922035,-0.029107,-3.201250
33,0.091667,-0.003896,-0.000270,0.002295,-0.999990,2.946196,-0.038692,-3.282893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708706,-0.043962,-3.252627,3.210194,-0.041460,-3.395285,2.920572,-0.031585,-3.201043
34,0.094444,-0.003432,-0.000331,0.002198,-0.999992,2.946210,-0.038715,-3.282934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708687,-0.043983,-3.252667,3.210161,-0.041567,-3.395329,2.920748,-0.031321,-3.201077
35,0.097222,-0.002196,0.001124,-0.000634,-0.999997,2.946562,-0.038730,-3.283268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708740,-0.043896,-3.252664,3.210485,-0.040825,-3.395034,2.922030,-0.029122,-3.201276
36,0.100000,-0.003819,0.000452,0.001508,-0.999992,2.946106,-0.038993,-3.283118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708668,-0.043977,-3.252644,3.210207,-0.041514,-3.395249,2.920691,-0.031481,-3.201013
37,0.102778,-0.001071,0.000686,0.000568,-0.999999,2.945884,-0.038864,-3.283031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708635,-0.043804,-3.252656,3.210131,-0.041687,-3.395275,2.920256,-0.030643,-3.201477
38,0.105556,-0.003890,0.000593,0.001273,-0.999992,2.946029,-0.039132,-3.283253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708627,-0.043836,-3.252671,3.210165,-0.041525,-3.395315,2.920672,-0.031541,-3.201143
39,0.108333,-0.003839,0.000469,0.001422,-0.999992,2.946105,-0.038936,-3.283169,2.837290,-0.043103,-3.489531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708629,-0.043682,-3.252655,3.210217,-0.041402,-3.395287,2.920744,-0.031339,-3.201078
40,0.111111,-0.004414,0.001355,0.000223,-0.999989,2.946372,-0.038503,-3.282901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708831,-0.044030,-3.252674,3.210148,-0.041512,-3.395317,2.921213,-0.030294,-3.201666
41,0.113889,-0.003411,0.001916,-0.001135,-0.999992,2.946510,-0.038911,-3.283158,2.835833,-0.046380,-3.490869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708735,-0.044052,-3.252644,3.210189,-0.041450,-3.395287,2.920715,-0.031400,-3.201052
42,0.116667,-0.004636,0.000861,0.000830,-0.999989,2.946398,-0.039155,-3.283341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708781,-0.043947,-3.252682,3.210258,-0.041328,-3.395317,2.920701,-0.031712,-3.201023
43,0.119444,-0.003378,0.000515,0.001479,-0.999993,2.946124,-0.039003,-3.283159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708709,-0.043855,-3.252674,3.210214,-0.041609,-3.395228,2.920757,-0.031349,-3.201028
44,0.122222,-0.003772,-0.000297,0.002697,-0.999989,2.945879,-0.038711,-3.282818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.707941,-0.043165,-3.252203,3.210322,-0.041519,-3.395238,2.920768,-0.031407,-3.201081
45,0.125000,-0.003579,0.000889,0.001226,-0.999992,2.945760,-0.039262,-3.283274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.705951,-0.044499,-3.252907,3.210268,-0.041622,-3.395261,2.920633,-0.031562,-3.201025
46,0.127778,-0.004578,0.001325,0.000369,-0.999989,2.946372,-0.038543,-3.282912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708721,-0.043795,-3.252764,3.210272,-0.041548,-3.395287,2.920742,-0.031401,-3.201081
47,0.130556,-0.003569,0.000600,0.001291,-0.999993,2.946076,-0.039060,-3.283201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.705957,-0.044435,-3.253082,3.210251,-0.041528,-3.395285,2.921986,-0.029270,-3.201246
48,0.133333,-0.003337,0.000409,0.001298,-0.999994,2.946044,-0.039010,-3.283143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.704868,-0.043780,-3.253186,3.210288,-0.041472,-3.395365,2.921967,-0.029363,-3.201193
49,0.136111,-0.005811,-0.000866,0.003967,-0.999975,2.946530,-0.038079,-3.282714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.707958,-0.040692,-3.250857,3.210268,-0.041274,-3.395319,2.921969,-0.029266,-3.201287
50,0.138889,-0.003946,0.000623,0.001687,-0.999991,2.945836,-0.039042,-3.283201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.705976,-0.044458,-3.253058,3.210210,-0.041574,-3.395287,2.920640,-0.031470,-3.201048
51,0.141667,-0.002117,0.000254,0.000721,-0.999998,2.946278,-0.039008,-3.283124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708711,-0.043935,-3.252629,3.210240,-0.041504,-3.395293,2.920620,-0.031409,-3.201131
52,0.144444,-0.003190,0.000592,0.001009,-0.999994,2.946031,-0.039031,-3.283202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.705874,-0.044537,-3.253069,3.210185,-0.041417,-3.395258,2.920704,-0.031333,-3.201099
53,0.147222,-0.009015,-0.000759,0.006516,-0.999938,2.946515,-0.037724,-3.282744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708106,-0.039805,-3.250894,3.210164,-0.041581,-3.395279,2.920643,-0.031481,-3.201078
54,0.150000,-0.002835,0.000269,0.000916,-0.999996,2.946246,-0.039094,-3.283140,2.835706,-0.046431,-3.490836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708732,-0.043790,-3.252594,3.210178,-0.041568,-3.395319,2.920578,-0.031613,-3.201127
55,0.152778,-0.003532,0.000759,0.001052,-0.999993,2.945723,-0.039108,-3.283321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.705958,-0.044443,-3.252899,3.210181,-0.041346,-3.395366,2.920674,-0.031333,-3.201184
56,0.155556,-0.001125,0.000769,0.000227,-0.999999,2.945748,-0.038922,-3.283087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708668,-0.043807,-3.252735,3.210241,-0.041472,-3.395361,2.920101,-0.030727,-3.201537
57,0.158333,-0.003042,0.000068,0.001791,-0.999994,2.945894,-0.038900,-3.283071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.705948,-0.044589,-3.253073,3.210156,-0.041559,-3.395321,2.920718,-0.031323,-3.201121
58,0.161111,-0.001214,0.000574,0.000642,-0.999999,2.946024,-0.038600,-3.282987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708831,-0.044078,-3.252687,3.210216,-0.041427,-3.395293,2.920415,-0.030398,-3.201426
