,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,left_reflector,left_reflector,left_reflector,left_reflector,left_reflector,left_reflector,left_reflector,right_reflector,right_reflector,right_reflector,right_reflector,right_reflector,right_reflector,right_reflector,Unlabeled 1057,Unlabeled 1057,Unlabeled 1057,right_reflector:Marker1,right_reflector:Marker1,right_reflector:Marker1,right_reflector:Marker2,right_reflector:Marker2,right_reflector:Marker2,right_reflector:Marker3,right_reflector:Marker3,right_reflector:Marker3
,ID,"210201CFB48C11E97C158CA05683E95","210201CFB48C11E97C158CA05683E95","210201CFB48C11E97C158CA05683E95","210201CFB48C11E97C158CA05683E95","210201CFB48C11E97C158CA05683E95","210201CFB48C11E97C158CA05683E95","210201CFB48C11E97C158CA05683E95","6343BDF9B48C11E97C158CA05683E95","6343BDF9B48C11E97C158CA05683E95","6343BDF9B48C11E97C158CA05683E95","6343BDF9B48C11E97C158CA05683E95","6343BDF9B48C11E97C158CA05683E95","6343BDF9B48C11E97C158CA05683E95","6343BDF9B48C11E97C158CA05683E95","CEDD0","CEDD0","CEDD0","CEAA0","CEAA0","CEAA0","CEAB0","CEAB0","CEAB0","CEA90","CEA90","CEA90"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
59,0.163889,,,,,,,,-0.000737,-0.000043,0.001632,-0.999998,3.317496,0.006537,0.956052,3.176358,0.007157,0.942893,3.303652,-0.000613,0.750470,3.476077,0.013959,0.931362,3.170573,0.007390,1.187314
60,0.166667,,,,,,,,-0.002586,0.000857,0.003657,-0.999990,3.318000,0.006689,0.956041,3.176392,0.007257,0.942985,3.303638,-0.000623,0.750519,3.477011,0.013401,0.931867,3.170567,0.007374,1.187305
61,0.169444,,,,,,,,-0.002968,0.001060,0.004783,-0.999984,3.318107,0.006530,0.956065,3.176367,0.007244,0.942976,3.303584,-0.000665,0.750525,3.478137,0.011744,0.931668,3.170467,0.007343,1.187268
62,0.172222,,,,,,,,-0.003909,0.001086,0.005102,-0.999979,3.317982,0.007008,0.955935,3.176366,0.007147,0.942903,3.304899,0.001914,0.749521,3.476082,0.013917,0.931381,3.170560,0.007386,1.187356
63,0.175000,,,,,,,,-0.002656,0.000740,0.004058,-0.999988,3.317968,0.006631,0.956044,3.176380,0.007220,0.942943,3.303559,-0.000600,0.750546,3.476990,0.013227,0.931834,3.170482,0.007432,1.187317
64,0.177778,,,,,,,,-0.002708,0.001051,0.004158,-0.999987,3.317946,0.006688,0.955963,3.176417,0.007242,0.942928,3.304940,0.001965,0.749230,3.476969,0.013174,0.931688,3.170561,0.007240,1.187204
65,0.180556,,,,,,,,-0.002528,0.000814,0.004367,-0.999987,3.317804,0.006668,0.955959,3.176443,0.007167,0.942827,3.303535,-0.000617,0.750586,3.477817,0.011994,0.931478,3.170431,0.007524,1.187462
66,0.183333,,,,,,,,-0.003852,0.001268,0.005345,-0.999978,3.318066,0.006881,0.956237,,,,3.304642,0.002654,0.748772,3.477061,0.013158,0.931772,3.170431,0.007461,1.187479
67,0.186111,,,,,,,,-0.002785,0.000899,0.003694,-0.999989,3.318039,0.006617,0.956009,,,,3.303616,-0.000450,0.750484,3.478049,0.012171,0.931560,3.170504,0.007208,1.187308
68,0.188889,,,,,,,,-0.002869,0.000676,0.003792,-0.999989,3.317908,0.006593,0.955980,,,,3.303581,-0.000695,0.750504,3.476198,0.013738,0.931432,3.172447,0.006586,1.185977
