Format Version,1.23,Take Name,team6_final_trial_003,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2019-08-04 10.40.44.031 AM,Total Frames in Take,9988,Total Exported Frames,9988,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
2892,8.033333,-0.020901,0.018925,0.001021,-0.999602,1.805095,1.047112,3.998002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898002,1.047085,4.029535,1.812155,1.048119,3.952769,1.705716,1.043301,4.010932
2893,8.036111,-0.024497,0.017367,0.004436,-0.999539,1.805101,1.046505,3.997709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898001,1.047231,4.029572,1.812022,1.047797,3.952461,1.705740,1.043256,4.010935
2894,8.038889,-0.024868,0.016846,0.004851,-0.999537,1.805032,1.046440,3.997604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898019,1.047135,4.029506,1.811906,1.047761,3.952351,1.705683,1.043260,4.010933
2895,8.041667,-0.025077,0.016969,0.004694,-0.999530,1.805014,1.046436,3.997654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897969,1.047073,4.029553,1.811899,1.047778,3.952403,1.705663,1.043219,4.010956
2896,8.044444,-0.024415,0.017553,0.003152,-0.999543,1.805217,1.046851,3.997852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897947,1.047090,4.029542,1.812155,1.048151,3.952607,1.705860,1.043352,4.011036
2897,8.047222,-0.023618,0.018056,0.003809,-0.999551,1.805395,1.046622,3.997897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897787,1.048745,4.030043,1.813132,1.047637,3.952428,1.706020,1.043279,4.010991
2898,8.050000,-0.024383,0.017574,0.005199,-0.999535,1.805018,1.046519,3.997538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897999,1.046979,4.029488,1.813107,1.047491,3.952442,1.705324,1.043727,4.010565
2899,8.052778,-0.023430,0.018123,0.002547,-0.999558,1.805044,1.046945,3.997691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898034,1.047049,4.029537,1.812033,1.048164,3.952452,1.705676,1.043358,4.010767
2900,8.055556,-0.018149,0.018797,0.000851,-0.999658,1.805072,1.046961,3.997898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897971,1.047003,4.029492,1.812121,1.047721,3.952659,1.705697,1.043198,4.010875
2901,8.058333,-0.023079,0.017338,0.001923,-0.999581,1.805104,1.046605,3.997663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897972,1.047177,4.029586,1.813004,1.047506,3.952405,1.705760,1.042901,4.010895
2902,8.061111,-0.026361,0.017012,0.004257,-0.999499,1.805109,1.046323,3.997615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898024,1.047064,4.029546,1.813053,1.047464,3.952440,1.705759,1.042982,4.010897
2903,8.063889,-0.024186,0.017154,0.004480,-0.999550,1.805049,1.046411,3.997598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897984,1.047150,4.029550,1.813112,1.047467,3.952429,1.705694,1.043180,4.010869
2904,8.066667,-0.026562,0.017720,0.004032,-0.999482,1.805096,1.046582,3.997804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897994,1.047176,4.029582,1.812050,1.048067,3.952568,1.705729,1.043194,4.010943
2905,8.069444,-0.028575,0.017360,0.004520,-0.999431,1.805134,1.046579,3.997755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898029,1.047208,4.029609,1.812056,1.048240,3.952520,1.705773,1.043225,4.010952
2906,8.072222,-0.025314,0.018094,0.003292,-0.999510,1.805293,1.046823,3.997895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897971,1.047141,4.029602,1.812279,1.048203,3.952661,1.705920,1.043327,4.010966
2907,8.075000,-0.025242,0.017094,0.005232,-0.999522,1.805088,1.046445,3.997691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897999,1.046948,4.029574,1.813118,1.047511,3.952445,1.705424,1.043203,4.010853
2908,8.077778,-0.010889,0.011083,0.016114,-0.999749,1.805544,1.047577,3.998646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898000,1.047188,4.029624,1.813079,1.047451,3.952479,1.707052,1.045985,4.015329
2909,8.080556,-0.001609,0.010826,0.021162,-0.999716,1.805375,1.048958,3.998998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898007,1.047092,4.029572,1.811662,1.047981,3.953651,1.706169,1.049708,4.013682
2910,8.083333,0.001189,0.011546,0.026442,-0.999583,1.805508,1.048874,3.998659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897987,1.047066,4.029525,1.811842,1.047581,3.953326,1.706297,1.050759,4.013206
2911,8.086111,0.000949,0.012131,0.026512,-0.999574,1.805502,1.048789,3.998484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898002,1.047108,4.029570,1.813048,1.047438,3.952426,1.706275,1.050680,4.012915
2912,8.088889,-0.004121,0.013555,0.025576,-0.999573,1.805506,1.048881,3.998385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898014,1.047322,4.029599,1.812037,1.048075,3.953068,1.705399,1.043254,4.010890
2913,8.091667,-0.004972,0.013636,0.023006,-0.999630,1.805586,1.048741,3.998562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898031,1.047120,4.029544,1.812131,1.048043,3.953245,1.706300,1.049755,4.012680
2914,8.094444,-0.002169,0.011782,0.015849,-0.999803,1.805566,1.048324,3.998910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898004,1.047029,4.029558,1.811951,1.047458,3.953574,1.706329,1.048004,4.013401
2915,8.097222,-0.012875,0.012374,0.014183,-0.999740,1.805766,1.047883,3.998855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898334,1.047220,4.029263,1.812222,1.048008,3.953521,1.706510,1.046900,4.013180
2916,8.100000,-0.014107,0.014493,0.010081,-0.999745,1.805585,1.047280,3.998493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898239,1.048824,4.029911,1.812979,1.047493,3.952456,1.706279,1.045453,4.012380
2917,8.102778,-0.014402,0.011612,0.013591,-0.999736,1.805567,1.047300,3.998502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898004,1.047138,4.029545,1.813060,1.047493,3.952411,1.706985,1.045860,4.015312
2918,8.105556,-0.012814,0.011635,0.013574,-0.999758,1.805677,1.047934,3.998725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898042,1.047124,4.029560,1.812066,1.048062,3.953381,1.706443,1.046831,4.013195
2919,8.108333,-0.011652,0.012802,0.015087,-0.999736,1.805665,1.047830,3.998937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897971,1.047059,4.029578,1.812157,1.047833,3.953608,1.706396,1.047066,4.013185
2920,8.111111,-0.022974,0.017949,0.006329,-0.999555,1.805008,1.046703,3.997555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898031,1.047152,4.029553,1.813121,1.047544,3.952430,1.705372,1.043961,4.010549
2921,8.113889,-0.018340,0.018044,0.001960,-0.999667,1.805053,1.046609,3.997533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898057,1.047237,4.029582,1.813143,1.047601,3.952415,1.705690,1.043057,4.010661
2922,8.116667,-0.024094,0.017206,0.004986,-0.999549,1.805038,1.046494,3.997609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897969,1.047189,4.029548,1.813101,1.047477,3.952416,1.705399,1.043242,4.010836
2923,8.119444,-0.024527,0.017222,0.004831,-0.999539,1.805068,1.046471,3.997614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898002,1.047010,4.029517,1.811976,1.047762,3.952365,1.705709,1.043299,4.010871
2924,8.122222,-0.023915,0.017727,0.004229,-0.999548,1.805060,1.046540,3.997701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897993,1.047112,4.029520,1.812014,1.047782,3.952458,1.705692,1.043270,4.010860
2925,8.125000,-0.019880,0.019025,0.001757,-0.999620,1.805208,1.046866,3.998024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898022,1.047135,4.029549,1.812277,1.047772,3.952790,1.705821,1.043231,4.010944
2926,8.127778,-0.021751,0.018307,0.002306,-0.999593,1.805444,1.046782,3.997965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898007,1.047212,4.029546,1.812449,1.047851,3.952724,1.706072,1.043198,4.011016
2927,8.130556,-0.024403,0.018414,0.003219,-0.999528,1.805290,1.046424,3.997894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898038,1.047080,4.029519,1.812305,1.047722,3.952662,1.705910,1.042943,4.010908
2928,8.133333,-0.018178,0.018679,0.002092,-0.999658,1.805001,1.046906,3.997877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897980,1.047105,4.029571,1.812039,1.047653,3.952635,1.705621,1.043387,4.010880
2929,8.136111,-0.021042,0.018271,0.002371,-0.999609,1.804953,1.046728,3.997787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897988,1.047079,4.029572,1.813071,1.047490,3.952455,1.705582,1.043177,4.010851
2930,8.138889,-0.020189,0.017828,0.002365,-0.999635,1.804982,1.046810,3.997723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897981,1.047116,4.029575,1.813167,1.047537,3.952447,1.705623,1.043282,4.010882
2931,8.141667,-0.023377,0.017511,0.002120,-0.999571,1.805312,1.046981,3.997820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897999,1.047065,4.029565,1.812245,1.048200,3.952572,1.705963,1.043307,4.011015
2932,8.144444,-0.022415,0.016863,0.001220,-0.999606,1.805546,1.046767,3.997677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.900887,1.049457,4.031809,1.812420,1.047910,3.952418,1.706220,1.042942,4.011005
2933,8.147222,-0.019568,0.019320,0.001060,-0.999621,1.805262,1.046803,3.998016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898026,1.047139,4.029557,1.813129,1.047435,3.952423,1.705872,1.043041,4.010878
2934,8.150000,-0.025956,0.018720,0.003455,-0.999482,1.805310,1.046712,3.998025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898031,1.047277,4.029631,1.812354,1.048148,3.952801,1.705411,1.043284,4.010737
2935,8.152778,-0.022533,0.019018,0.001742,-0.999564,1.805148,1.047031,3.998020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897997,1.046973,4.029588,1.812217,1.048178,3.952791,1.705761,1.043315,4.010921
2936,8.155556,-0.023062,0.017703,0.003180,-0.999572,1.805187,1.046652,3.997782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898047,1.047151,4.029560,1.812138,1.047829,3.952536,1.705826,1.043199,4.010946
2937,8.158333,-0.020852,0.016891,0.002147,-0.999638,1.805409,1.046642,3.997729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.899594,1.049897,4.030327,1.813022,1.047317,3.952451,1.706076,1.043047,4.011068
2938,8.161111,-0.023273,0.018263,0.001473,-0.999561,1.805240,1.046910,3.997884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898025,1.047153,4.029613,1.812240,1.048127,3.952647,1.705875,1.043115,4.010929
2939,8.163889,-0.022964,0.019579,0.000982,-0.999544,1.805337,1.046937,3.998127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898037,1.047167,4.029585,1.812457,1.048132,3.952908,1.705942,1.043060,4.010911
2940,8.166667,-0.021918,0.018864,0.001478,-0.999581,1.805357,1.046725,3.997953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898057,1.047191,4.029547,1.813078,1.047597,3.952463,1.705976,1.042974,4.010889
2941,8.169444,-0.024105,0.017651,0.004249,-0.999545,1.805054,1.046477,3.997730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898004,1.047152,4.029531,1.813092,1.047454,3.952437,1.705419,1.043355,4.010898
2942,8.172222,-0.028002,0.017285,0.004798,-0.999447,1.805115,1.046581,3.997746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897989,1.047049,4.029593,1.812030,1.048187,3.952507,1.705755,1.043299,4.010964
2943,8.175000,-0.019102,0.018944,0.001701,-0.999637,1.805107,1.046817,3.997945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898011,1.047054,4.029568,1.812169,1.047653,3.952708,1.705723,1.043194,4.010887
2944,8.177778,-0.021504,0.018828,0.003028,-0.999587,1.805206,1.047134,3.998040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897971,1.047158,4.029613,1.812258,1.048171,3.952806,1.705816,1.043703,4.010993
2945,8.180556,-0.025023,0.016913,0.001620,-0.999542,1.805469,1.046905,3.997784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.899092,1.050891,4.029274,1.812348,1.048280,3.952533,1.706139,1.043080,4.011084
2946,8.183333,-0.020385,0.018176,0.001604,-0.999626,1.805216,1.046778,3.997813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898013,1.047144,4.029565,1.813024,1.047477,3.952434,1.705852,1.043095,4.010898
2947,8.186111,-0.020909,0.017487,0.003110,-0.999624,1.804997,1.046769,3.997700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897993,1.047030,4.029575,1.813105,1.047568,3.952409,1.705642,1.043366,4.010924
2948,8.188889,-0.024680,0.017409,0.004281,-0.999535,1.805035,1.046552,3.997723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897998,1.047088,4.029520,1.813067,1.047632,3.952445,1.705674,1.043267,4.010940
2949,8.191667,-0.023471,0.017579,0.004177,-0.999561,1.805080,1.046471,3.997747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898064,1.047027,4.029587,1.813080,1.047469,3.952432,1.705715,1.043203,4.010938
2950,8.194444,-0.024949,0.017055,0.004877,-0.999531,1.805040,1.046488,3.997653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898007,1.047061,4.029538,1.813120,1.047603,3.952439,1.705685,1.043312,4.010941
2951,8.197222,-0.024175,0.017018,0.004634,-0.999552,1.805026,1.046402,3.997640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897977,1.047288,4.029609,1.813089,1.047554,3.952433,1.705674,1.043201,4.010940
2952,8.200000,-0.022522,0.017779,0.004519,-0.999578,1.805027,1.046495,3.997742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898024,1.047124,4.029563,1.812992,1.047394,3.952414,1.705655,1.043324,4.010902
2953,8.202778,-0.025866,0.017646,0.005594,-0.999494,1.805102,1.046664,3.997785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897989,1.047030,4.029553,1.812049,1.048066,3.952545,1.705728,1.043606,4.010952
2954,8.205556,-0.024546,0.017740,0.005413,-0.999527,1.805136,1.046593,3.997616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897988,1.047015,4.029547,1.812091,1.047878,3.952374,1.705760,1.043538,4.010773
2955,8.208333,-0.019248,0.018659,0.002188,-0.999638,1.805029,1.046949,3.997882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898019,1.047139,4.029567,1.812065,1.047793,3.952642,1.705648,1.043418,4.010882
2956,8.211111,-0.019352,0.018043,0.001367,-0.999649,1.805284,1.046908,3.997838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898010,1.047112,4.029619,1.813091,1.047566,3.952456,1.705925,1.043208,4.010956
2957,8.213889,-0.019121,0.019322,0.001766,-0.999629,1.805246,1.046943,3.998083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898023,1.047239,4.029586,1.813066,1.047621,3.952472,1.705850,1.043334,4.010950
2958,8.216667,-0.021883,0.018008,0.003045,-0.999594,1.805258,1.046773,3.997844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898001,1.047119,4.029596,1.813074,1.047582,3.952454,1.705889,1.043330,4.010957
2959,8.219444,-0.021138,0.017481,0.002812,-0.999620,1.805004,1.046778,3.997716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898037,1.047106,4.029567,1.813061,1.047546,3.952440,1.705650,1.043309,4.010938
2960,8.222222,-0.017538,0.018266,0.002125,-0.999677,1.804963,1.047114,3.997815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898011,1.047268,4.029571,1.813057,1.047697,3.952460,1.705593,1.043619,4.010906
2961,8.225000,-0.021381,0.018139,0.003695,-0.999600,1.805034,1.046756,3.997799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897980,1.047102,4.029587,1.813053,1.047570,3.952460,1.705658,1.043457,4.010892
2962,8.227778,-0.021346,0.017804,0.003458,-0.999608,1.805196,1.046793,3.997793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898013,1.047024,4.029551,1.813076,1.047523,3.952461,1.705830,1.043447,4.010952
2963,8.230556,-0.023951,0.017236,0.004754,-0.999553,1.805029,1.046521,3.997694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898005,1.047088,4.029591,1.812969,1.047470,3.952451,1.705670,1.043352,4.010952
2964,8.233333,-0.026645,0.017331,0.004633,-0.999484,1.805073,1.046595,3.997709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897937,1.047137,4.029587,1.811992,1.048080,3.952467,1.705712,1.043321,4.010927
2965,8.236111,-0.024266,0.017170,0.004721,-0.999547,1.805208,1.046532,3.997704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898294,1.047165,4.029322,1.812111,1.047800,3.952453,1.705851,1.043346,4.010972
2966,8.238889,-0.020607,0.017657,0.003069,-0.999627,1.804966,1.046824,3.997730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897989,1.047165,4.029601,1.811912,1.047780,3.952478,1.705606,1.043422,4.010921
2967,8.241667,-0.026849,0.017053,0.003339,-0.999489,1.805007,1.046577,3.997685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898001,1.047046,4.029540,1.811900,1.048097,3.952441,1.705661,1.043039,4.010951
2968,8.244444,-0.024971,0.017004,0.004631,-0.999533,1.805018,1.046434,3.997638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897969,1.047135,4.029564,1.811906,1.047768,3.952388,1.705666,1.043209,4.010934
2969,8.247222,-0.027610,0.017071,0.003910,-0.999465,1.805080,1.046512,3.997689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897980,1.047190,4.029538,1.811975,1.048094,3.952447,1.705730,1.043065,4.010949
2970,8.250000,-0.024131,0.018205,0.003775,-0.999536,1.805333,1.046544,3.997891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898016,1.047133,4.029539,1.812329,1.047811,3.952655,1.705954,1.043180,4.010951
2971,8.252778,-0.026965,0.018710,0.002966,-0.999457,1.805372,1.046629,3.997987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898066,1.046997,4.029528,1.812415,1.048163,3.952766,1.705986,1.043023,4.010921
2972,8.255556,-0.025297,0.017308,0.003789,-0.999523,1.805200,1.046407,3.997682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898009,1.047098,4.029530,1.813058,1.047442,3.952431,1.705845,1.043006,4.010911
2973,8.258333,-0.021117,0.017590,0.002483,-0.999619,1.804988,1.046737,3.997690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898044,1.047107,4.029557,1.813051,1.047524,3.952440,1.705634,1.043203,4.010889
2974,8.261111,-0.017356,0.018480,0.001447,-0.999678,1.804929,1.046977,3.997816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897994,1.047057,4.029562,1.813033,1.047433,3.952431,1.705558,1.043354,4.010863
2975,8.263889,-0.021477,0.017184,0.003876,-0.999614,1.805018,1.046595,3.997637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897999,1.047004,4.029541,1.812990,1.047381,3.952430,1.705666,1.043325,4.010920
2976,8.266667,-0.022783,0.017314,0.004213,-0.999582,1.805117,1.046551,3.997687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897976,1.047267,4.029587,1.812973,1.047438,3.952466,1.705760,1.043310,4.010936
2977,8.269444,-0.028273,0.017324,0.004962,-0.999438,1.805135,1.046676,3.997768,,,,,,,1.705378,1.043419,4.010784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.898007,1.047123,4.029565,1.812054,1.048304,3.952531,1.705378,1.043419,4.010784
